Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,city,country,lat,lng
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2010,France,Saint-Émilion Grand Cru,Château Cheval Blanc,4.6,233,1190.0,2010,Saint-Émilion Grand Cru,France,44.847147,-0.547337
Gran Cave Merlot 2005,Brazil,Serra Gaúcha,Boscato,3.8,233,37.5,2005,Serra Gaúcha,Brazil,-29.1551147,-51.5153447
Prado Enea Gran Reserva 2010,Spain,Rioja,Muga,4.3,2330,53.42,2010,Rioja,Spain,42.3285528,-2.4674917
Brunello di Montalcino 2013,Italy,Brunello di Montalcino,Caparzo,4.1,2332,26.09,2013,Brunello di Montalcino,Italy,43.3204995,11.3281859
Rouge (Gaston Hochar) 2001,Lebanon,Bekaa Valley,Château Musar,4.2,2333,35.97,2001,Bekaa Valley,Lebanon,33.83333,36.0
Negroamaro 2018,Italy,Salento,Paololeo,3.9,234,7.5,2018,Salento,Italy,40.248604,15.190058
Art Collection Crianza 2016,Spain,Rioja,Bodegas Faustino,3.7,234,9.5,2016,Rioja,Spain,42.3285528,-2.4674917
Saint-Émilion Grand Cru (Grand Cru Classé) 2015,France,Saint-Émilion Grand Cru,Clos de l'Oratoire,4.1,234,49.5,2015,Saint-Émilion Grand Cru,France,44.847147,-0.547337
Negroamaro Salento Morgicchio 2012,Italy,Salento,Tormaresca,3.7,234,15.51,2012,Salento,Italy,40.248604,15.190058
Cabernet Sauvignon - Merlot 2018,South Africa,Franschhoek,Leopard’s Leap,3.3,234,6.69,2018,Franschhoek,South Africa,-33.909167,19.119444
Tributo Cabernet Sauvignon 2016,Chile,Colchagua Valley,Caliterra,3.9,234,11.9,2016,Colchagua Valley,Chile,-30.0,-71.0
Merlot 2016,South Africa,Stellenbosch,Meerlust,4.1,234,20.17,2016,Stellenbosch,South Africa,-33.934444,18.869167
Cahors 2014,France,Cahors,Château de Chambert,3.7,234,15.5,2014,Cahors,France,44.4495,1.4364999
Altos de la Finca 2014,Spain,Castilla,Finca Constancia,3.8,234,19.49,2014,Castilla,Spain,40.4763551,-3.6800358
Corazón Loco Tinto 2018,Spain,Manchuela,Bodega Iniesta,3.4,234,5.5,2018,Manchuela,Spain,39.2837185,-1.472249
Grand Malbec 2014,Argentina,Mendoza,Alpasión,4.1,234,24.49,2014,Mendoza,Argentina,-34.787093,-68.4381868
Ai Suma Barbera d'Asti 2015,Italy,Barbera d'Asti,Braida,4.4,234,65.0,2015,Barbera d'Asti,Italy,44.8524808,8.2414532
Poggio Alle Nane Maremma Toscana 2016,Italy,Maremma Toscana,Le Mortelle,4.3,234,65.0,2016,Maremma Toscana,Italy,42.7027722,11.1367433
Gran Malbec Mendoza 2014,Argentina,Uco Valley,Bodega Piedra Negra,3.9,234,33.0,2014,Uco Valley,Argentina,-34.0,-64.0
Viña Tondonia Reserva 2007,Spain,Rioja,R. López de Heredia Viña Tondonia,4.1,2342,28.95,2007,Rioja,Spain,42.3285528,-2.4674917
Faithful Hound Red 2016,South Africa,Stellenbosch,Mulderbosch,4.1,235,16.99,2016,Stellenbosch,South Africa,-33.934444,18.869167
Pelagrilli Brunello di Montalcino 2011,Italy,Brunello di Montalcino,Siro Pacenti,3.9,235,38.01,2011,Brunello di Montalcino,Italy,43.3204995,11.3281859
Añada Roble 2016,Spain,Binissalem-Mallorca,Bodegas José L. Ferrer,3.7,235,7.36,2016,Binissalem-Mallorca,Spain,39.6002717,2.6720865
The Black Shiraz 2018,Australia,Riverina,Richland,3.6,235,12.52,2018,Riverina,Australia,-37.8001708,144.907214
Blooms Field Pinot Noir 2015,United States,Sta. Rita Hills,Domaine de la Côte,4.3,235,59.0,2015,Sta. Rita Hills,United States,55.466733,-131.806174
Rubizzo Toscana 2016,Italy,Toscana,Rocca delle Macìe,3.6,235,8.19,2016,Toscana,Italy,43.4586541,11.1389204
Cornas Les Arènes 2016,France,Cornas,M. Chapoutier,4.0,235,45.29,2016,Cornas,France,44.963521,4.847545
Diamond Label Shiraz 2018,Australia,South Australia,Rosemount,3.2,235,9.4,2018,South Australia,Australia,-30.5343665,135.6301212
Pinot Nero 2013,Italy,Südtirol - Alto Adige,Ferruccio Carlotto,4.0,235,22.37,2013,Südtirol - Alto Adige,Italy,46.441472,11.282121
Susumaniello Salento 2016,Italy,Salento,Vallone,3.7,235,8.8,2016,Salento,Italy,40.248604,15.190058
Moser Family Cabernet Sauvignon 摩塞尔家族赤霞珠 2016,China,Ningxia,Château Changyu Moser XV 张裕摩塞尔十五世酒庄,2.9,235,35.0,2016,Ningxia,China,37.0000001,105.9999999
La Groletta Valpolicella Ripasso 2017,Italy,Valpolicella Ripasso,Corte Giara,4.0,2350,11.49,2017,Valpolicella Ripasso,Italy,42.83333,12.83333
Pater Sangiovese 2017,Italy,Toscana,Frescobaldi,3.5,236,10.69,2017,Toscana,Italy,43.4586541,11.1389204
Pessac-Léognan 2016,France,Pessac-Léognan,Château Ferran,3.9,236,19.95,2016,Pessac-Léognan,France,44.718997,-0.60521
Saint-Émilion Grand Cru (Grand Cru Classé) 2010,France,Saint-Émilion Grand Cru,Château Chauvin,3.8,236,44.95,2010,Saint-Émilion Grand Cru,France,44.847147,-0.547337
Lalande-de-Pomerol 2015,France,Lalande-de-Pomerol,Château Les Vieux Ormes,3.8,236,23.34,2015,Lalande-de-Pomerol,France,44.9560756,-0.2104434
Caladessa Tinto 2015,Portugal,Alentejo,Herdade da Calada,3.7,236,11.7,2015,Alentejo,Portugal,38.0551003,-7.8605799
Nero d'Avola 2016,Italy,Terre Siciliane,Itinera,3.4,236,4.95,2016,Terre Siciliane,Italy,42.83333,12.83333
Moulis-en-Médoc 2014,France,Médoc,Château Mauvesin Barton,3.8,236,23.23,2014,Médoc,France,49.3524933,6.1542002
Saint-Émilion Grand Cru 2016,France,Saint-Émilion Grand Cru,Château Rozier,3.9,236,16.36,2016,Saint-Émilion Grand Cru,France,44.847147,-0.547337
Eleanor Red Wine 2013,United States,California,Francis Ford Coppola,4.2,236,64.21,2013,California,United States,36.7014631,-118.755997
Anaperenna 2015,Australia,Barossa Valley,Glaetzer,4.4,236,47.69,2015,Barossa Valley,Australia,-34.5817132,138.9987872
Roquers de Porrera 2013,Spain,Priorat,L'Encastell,4.2,236,41.71,2013,Priorat,Spain,41.2137983,0.8116236
Pinotage 2017,South Africa,Stellenbosch,Aaldering,4.1,237,22.9,2017,Stellenbosch,South Africa,-33.934444,18.869167
Fleur de Clinet Pomerol 2013,France,Pomerol,Château Clinet,3.8,237,32.07,2013,Pomerol,France,44.9311234,-0.1999904
Rosso Piceno Superiore 2016,Italy,Rosso Piceno,DeAngelis (De Angelis),3.7,237,8.33,2016,Rosso Piceno,Italy,42.9446956,13.8100261
Légende (R) Bordeaux Rouge 2017,France,Bordeaux,Barons de Rothschild (Lafite),3.8,237,9.9,2017,Bordeaux,France,44.841225,-0.5800364
Purgatori Costers del Segre 2016,Spain,Costers del Segre,Torres,4.1,237,35.99,2016,Costers del Segre,Spain,41.5022982,0.827399
Valpolicella Ripasso 2018,Italy,Valpolicella Ripasso,Bertani,3.8,237,12.95,2018,Valpolicella Ripasso,Italy,42.83333,12.83333
Alicante Bouschet 2014,Portugal,Alentejano,Herdade do Rocim,4.0,237,14.62,2014,Alentejano,Portugal,38.8421261,-7.5871012
Labyrinth Cabernet Sauvignon 2016,South Africa,Stellenbosch,Simonsig,3.8,237,12.18,2016,Stellenbosch,South Africa,-33.934444,18.869167
Colheita Seleccionada Tinto 2017,Portugal,Dão,Cabriz,3.6,237,7.27,2017,Dão,Portugal,39.9375585,-7.8638768
Merlot 2016,United States,California,Gnarly Head,3.6,237,12.25,2016,California,United States,36.7014631,-118.755997
Mount Edelstone Shiraz 2013,Australia,Eden Valley,Henschke,4.3,237,169.0,2013,Eden Valley,Australia,-34.6666979,139.1299649
Spätburgunder 2016,Germany,Baden,Salwey,3.6,237,8.9,2016,Baden,Germany,53.0023496,9.0820955
